mint,name,symbol,price_usd,price_native,fdv,market_cap,liquidity_usd,liquidity_base,liquidity_quote,volume_5m,volume_1h,volume_6h,volume_24h,txns_5m_buys,txns_5m_sells,txns_1h_buys,txns_1h_sells,txns_6h_buys,txns_6h_sells,txns_24h_buys,txns_24h_sells,price_change_5m,price_change_1h,price_change_6h,price_change_24h,dex_id,pair_address,pair_created_at,pair_age_hours,has_website,has_twitter,has_telegram,has_discord,social_count,mint_authority_exists,freeze_authority_exists,supply,decimals,buy_sell_ratio_1h,buy_sell_ratio_24h,liquidity_to_mcap_ratio,volume_to_liquidity_ratio,txns_total_24h,parsed_at,is_rug,rug_signal
EqLoAFt68dmmiYAyw38hFkdkC7dxoASEbe1m7T55pump,Cross Gammadion,CG,0.000006240,0.00000007531,6240.17,6240.17,0.0,0,0,0,0,0,1156.43,0,0,0,0,0,0,3,16,0,0,0,-22.94,pumpfun,2kXZ7cQudbQPQNawceDKPVDCdCyzmv3N5ye9X5bZhPBk,1740248035000,9641.1,1,1,1,0,3,0,0,999999999999998,6,0.0,0.188,0.0,0,19,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
HdbWQeUQo5tDw3uV4d4kBpdVCY28vyuxk1bqXY85pump,Sockmonkeycoin,Sock,0.000007112,0.00000008475,7112.13,7112.13,0.0,0,0,0,0,0,0.01,0,0,0,0,0,0,2,0,0,0,0,0.05,pumpfun,DXsAFyjp2DohGqbreJogYFpvCTkw8NovYA5G8Dpdbk6S,1769380442000,1548.8,0,0,0,0,0,0,0,938689223000000,6,0.0,2.0,0.0,0,2,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
49xiERpRKnXcPwNBhnZU5hqMZvNvspcyQ6iWNjR5pump,MFW Lifestyle,MFW,0.000005768,0.00000006970,5768.37,5768.37,0.0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,1,0,0,0,0,pumpfun,6F84jkdfaJ6gD6tSQju9uxSYtpHEJUnEfAHCK8rhSTcn,1764117534000,3010.7,0,0,0,0,0,0,0,996000000000000,6,0.0,0.0,0.0,0,1,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
6jMbXqpD4NLoTbVsvQfw35UCwUdRarMNyH5uKrA5pump,24K RIGHT PIC CHECK SITE,KAIROS,0.000002253,0.00000002796,2253.92,2253.92,0.0,0,0,0.07,0.07,0.07,0.07,1,0,1,0,1,0,1,0,0,0,0,0,pumpfun,6t6mti8whyH7Jzi4wH41ZMvsnTkqN2FFdv6UBtVPHQpD,1774955684000,0.1,0,0,0,0,0,0,0,1000000000000000,6,1.0,1.0,0.0,0,1,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
8TKfTQ3ca21iCqbV8c9QqSrBWBEkB6qmquktT2C5pump,dogwifdreads,DWIFD,0.000004034,0.00000005020,4034.58,4034.58,0.0,0,0,0,0.09,0.58,360.53,0,0,12,12,72,70,331,304,0,-0.58,-3.31,-4.44,pumpfun,JP2E4MLYnuCE6y2yp8TALSJfrnEJCdWT3jvtdmFgWqD,1734745074000,11169.7,0,0,0,0,0,0,0,998761607972920,6,1.0,1.089,0.0,0,635,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
5DXzxUb97BEDMJaVPichqeRKsCWLmzk298L5k2n6pump,淫夢 1145141919810,1145141919810,0.00001180,0.0000001462,11807.42,11807.42,0.0,0,0,6471.42,6471.42,6471.42,6471.42,94,28,94,28,94,28,94,28,361,361,361,361,pumpfun,7ZWNgJDLVuomJKBcfc3c3BrZ1XN23Qa4JAatWrFxejE,1774955710000,0.1,0,0,0,0,0,0,0,1000000000000000,6,3.357,3.357,0.0,0,122,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
CbNYvL46GHM5VdWS3LGbBUKVzpGktRdLRZangTi6pump,$WHOREMOOSE,WHOREMOSE,0.00001330,0.0000001653,13302.49,13302.49,0.0,0,0,0,0.23,12.36,790.2,0,0,3,0,5,2,45,13,0,-0.4,-3.99,-4.43,pumpfun,27fpsTkdEvATu3KJBBr9KDhaXyNJpG3615df8Kfnnz2m,1773944633000,281.0,0,0,0,0,0,0,0,1000000000000000,6,3.0,3.462,0.0,0,58,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
55kEaCRyDJFmsywUGRoprytS3c22Crc5BWMiYtS6pump,The Atlas Tree,ATLAS,0.000002341,0.00000002899,2341.89,2341.89,0.0,0,0,6.95,6.95,7.65,70538.52,0,1,0,1,0,2,660,593,-2.27,-2.27,-3.7,-18.72,pumpfun,ErTsoF6567kQ39bfhZks1ZwoQCsXkctDyBdktDsh3dcy,1774887751000,19.0,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.113,0.0,0,1253,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
Ak9Xdeemmcx5jzTYnHG28SqkvaEy2wUTPFq4WR36pump,SOLLAN,SOLLAN,0.000007031,0.00000008467,7031.03,7031.03,0.0,0,0,0,0,1,2.03,0,0,0,0,0,1,2,1,0,0,-0.7,-0.43,pumpfun,ChSJHNyfvDm4VMtbbLhiyfxgChHv3tEd4g9fJig9j59N,1765305367000,2680.8,0,1,1,0,2,0,0,999996852666427,6,0.0,2.0,0.0,0,3,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
5Mj4rMtMmV3wv8SSM3VzgxVCs9AfuPa2VN1PQUt6pump,std,std,0.000005200,0.00000006229,5200.66,5200.66,0.0,0,0,0,0,0,2118.78,0,0,0,0,0,0,32,25,0,0,0,5.29,pumpfun,BKo9dVPJKnYHAahemnRddBtxJmaDUVwYbLGFPtLaFpbF,0,0,0,1,1,0,2,0,0,999809200658541,6,0.0,1.28,0.0,0,57,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
CtCUE5vAKfFQ5FmmKymZFyULC9PBQEVXcouAmY36pump,YUAN DIGITAL,e-CNY,0.000004962,0.00000005877,4962.57,4962.57,0.0,0,0,0,0,0,9.64,0,0,0,0,0,0,1,0,0,0,0,0,pumpfun,J9f48kaPGWA6WHkvajxo2dWEkNa8d2Nri2DTzhwFuGk5,1773908887000,290.9,0,0,0,0,0,0,0,999999995000000,6,0.0,1.0,0.0,0,1,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
Ej5dxmron7Qywz2q54FcjTQWQfLZ19xQ6g1jn216pump,Lucky Fish Coin,LFC,0.000004061,0.00000005047,4061.88,4061.88,0.0,0,0,0,394.55,394.55,394.55,0,0,4,2,4,2,4,2,0,8.38,8.38,8.38,pumpfun,6eqZaU2R2DN82C1AJxqtukQZvKYJLdC71Y1KVXpVexbz,1774049478000,251.9,0,0,0,0,0,0,0,1000000000000000,6,2.0,2.0,0.0,0,6,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
G1bu6Wckciqa6bNL3Y8xmy5eQ33u74XQ1e8LLqg6pump,SOLSTREET,SOLST,0.000004352,0.00000005185,4352.6,4352.6,0.0,0,0,0,0,0,10.28,0,0,0,0,0,0,2,1,0,0,0,0.73,pumpfun,37ZCm1Q2JtszH9yyo1iJMfQnVMxtPi59QraH7oVTEgpg,1774834808000,33.7,0,0,0,0,0,0,0,1000000000000000,6,0.0,2.0,0.0,0,3,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
8S3gvsULvBUvEYb87nfkkmPsvKB7uKzoVuvfaz67pump,The Unmatched Bullet,BULLET,0.000007524,0.00000009316,7524.2,7524.2,0.0,0,0,8079.15,8079.15,8079.15,8079.15,132,89,132,89,132,89,132,89,185,185,185,185,pumpfun,6mB47xSZgKd9xyEeJHAZnmn3NurQf13sYkz7cmwquta8,1774955534000,0.2,0,0,0,0,0,0,0,1000000000000000,6,1.483,1.483,0.0,0,221,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
AaUPcpkJDpCT9YJiHLK6oziozzoL8cRBuuyEn3P7pump,Jan Arcade,JAN,0.00001001,0.0000001240,10011.78,10011.78,0.0,0,0,109.81,158.29,797.46,56875.79,1,0,3,2,17,14,394,306,4.58,4.7,6.79,319,pumpfun,9ZudMwgZwJsRcMoZG8oi8TZLn1zKtwVQiNxBidbZbug3,1774891202000,18.0,0,1,1,0,2,0,0,1000000000000000,6,1.5,1.288,0.0,0,700,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
JEFSp6yqwWxbwfDwGVpi4u9C4uL77u9BbbuuW1P7pump,April Fools Core,FOOLCORE,0.000004669,0.00000005788,4669.35,4669.35,0.0,0,0,57.98,389.08,18927.15,18927.15,0,2,8,19,514,273,514,273,-2.89,-13.78,88.72,88.72,pumpfun,6mFdY6UQaWDEvETrk2d1yfBZSEDbeo4qpNakkn6UHvG6,1743488982000,8740.9,0,0,0,0,0,0,0,996630845995780,6,0.421,1.883,0.0,0,787,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
D599vFqG9m1Rj11TtXhhpxnABzTvEn3SYJAdYmM7pump,Lala ,LALA,0.000002874,0.00000003570,2874.2,2874.2,0.0,0,0,0,10.11,142.31,61097.97,0,0,0,2,1,9,749,509,0,-2.37,-11.01,23.73,pumpfun,G9opY8jbiSTaoUzpbzDMzpxqXUw4K5kVYxPQvEHjnHcX,0,0,1,1,0,0,2,0,0,999717326623368,6,0.0,1.472,0.0,0,1258,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
9ppK18aybhEw62kG7VrrFwbi8W6FsWm4HXvQ7Um7pump,ClickNClaw,ClickNClaw,0.00001764,0.0000002189,17640.51,17640.51,0.0,0,0,0,277.21,2287.87,31491.02,0,0,4,4,17,26,333,202,0,0.04,-24.32,104,pumpfun,aSP8nmkk7q8eqb81oiU77BcmEJBDYCHokcZnRzdiE3J,1773608113000,374.5,1,1,0,0,2,0,0,1000000000000000,6,1.0,1.649,0.0,0,535,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
6bmfMdQvEhET6hS1Vz2b1AbS3V8aJA428j7Zm2L7pump,Vanguard Digital Oil Reserve,VDOR,0.000005634,0.00000006996,5634.75,5634.75,0.0,0,0,342.78,342.78,342.78,813.77,11,2,11,2,11,2,14,7,16.59,16.59,16.59,-1.92,pumpfun,DbR43StkmQF6jomZkHj9Sb15ecrKrgeTcFXrzcy9hre3,1774042570000,253.8,0,0,0,0,0,0,0,999986620697286,6,5.5,2.0,0.0,0,21,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
9Fvc54raWhkBgTD13mnXxnGUpuAgFzvMMjvnSBZ7pump,Invincible Wobble,WOBBLE,0.000003612,0.00000004484,3612.07,3612.07,0.0,0,0,0,0,225.94,26453.31,0,0,0,0,4,3,245,223,0,0,1.16,12.9,pumpfun,BkEm6dVDzcCuThB9NuXWR8Ukh2fB9mNCqDEGLRRpWc8g,1774880470000,21.0,0,0,0,0,0,0,0,999945133456133,6,0.0,1.099,0.0,0,468,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
GGGNnfsxuKUH3c4vKMtvii17cX3f1WwHCWhotDF7pump,All Your Base Are Belong To Us,AYB,0.000002970,0.00000003693,2970.54,2970.54,0.0,0,0,0,19.28,530.06,23285.17,0,0,0,1,0,16,290,242,0,-1.86,-31.55,21.87,pumpfun,H1AjFkGC3o1JtUvQpNSpFrfS1bhE88wPsZY1XzitQFRP,0,0,1,1,0,0,2,0,0,999744684479048,6,0.0,1.198,0.0,0,532,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
BPNgMZmamJGSVGrrDEhKMAAJz1uMP3QG2VC9vKt7pump,N.O.V.A.H,$NOVAH,0.00001143,0.0000001420,11435.45,11435.45,0.0,0,0,0,40.03,322.59,2576.18,0,0,4,4,19,44,116,131,0,0.3,-10.91,12.55,pumpfun,6ZbQBYgzZrxAe4Nh7s63whY2sHGSxddQuF2qMgWNLWi3,1774564355000,108.8,0,0,0,0,0,0,0,999999999000000,6,1.0,0.885,0.0,0,247,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
7C3FthzZ4Ccrg1wd8tBhKY3VUme1p3YfQofyvJQ7pump,NAQA,NAQA,0.00001101,0.0000001365,11019.69,11019.69,0.0,0,0,0,355.86,794.38,2251.22,0,0,1,0,2,2,33,33,0,13.08,-3.65,-5.35,pumpfun,CQqBvDGN8APUpKvKyyB3tcA4bFth2unA3eTsNmK87rSV,1774289628000,185.1,1,1,1,0,3,0,0,999999996965185,6,1.0,1.0,0.0,0,66,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
44dEptH88VeRTLPPuYCYYzBfR4AkYAX1HKszVWY7pump,Solgirl,SG,0.000007989,0.00000009884,7989.64,7989.64,0.0,0,0,0,0,298.45,834.52,0,0,0,0,3,11,25,30,0,0,-9.41,-9.67,pumpfun,EYbVYt97Qz8xf2wtDFu1Pm8os9Jcin3rj7i2qnARQUon,1773701259000,348.6,1,1,0,0,2,0,0,898218859751359,6,0.0,0.833,0.0,0,55,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
7SevyQHw6LGq2MFM8khBr3zn5VpEuQZMzr4VSb28pump,Post Quantum Coin,TIDECOIN,0.000005366,0.00000006658,5366.56,5366.56,0.0,0,0,268.06,7931.74,26138.95,70724.23,6,0,87,62,323,278,937,701,16.22,48.26,1.34,115,pumpfun,8JKz5jCZ6NCqxgVqneLx6FSwd4U2HqPB43es5crNwLq,1735270399000,11023.8,0,0,0,0,0,0,0,999999998650276,6,1.403,1.337,0.0,0,1638,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
Hm5K8FnCm6sQwsDMKtmdLttTDkYD3foEG8WVU6V8pump,MeinSchitz,MNSHTZ,0.000003071,0.00000003803,3071.19,3071.19,0.0,0,0,860.44,860.44,935.79,1047.58,7,3,7,3,9,3,18,4,-1.54,-1.54,2.5,10.32,pumpfun,A7nUt9s7RAoMNy22Y7DC6sAvdpWaCfZRHrFJkpZS1cdi,1774503224000,125.8,0,0,0,0,0,0,0,1000000000000000,6,2.333,4.5,0.0,0,22,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
3zvCzw42hpZ1X7R4h3SiBxwyjGqHoMH9dKwduGS8pump,Backrooms,Backrooms,0.000004663,0.00000005789,4663.51,4663.51,0.0,0,0,85.63,192.27,228.39,2518.99,0,2,0,3,0,5,35,33,-5,-12.09,-14.63,-9.51,pumpfun,CLC6n7jcRAFbiYs9yH5tfSVkR8nq9JYev9HKdASt4CM4,1774734512000,61.6,1,1,0,0,2,0,0,993025972731427,6,0.0,1.061,0.0,0,68,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
8zEbPA2HkAUEi8LnTKxLJSR8buk4AddSUp7imAW8pump,Pokko,POKKO,0.000005700,0.00000006879,5700.29,5700.29,0.0,0,0,0,0,4436.72,24809.44,0,0,0,0,49,47,307,261,0,0,3.82,103,pumpfun,FPeRedYBDk1vuPCrAaPECPJeCsCT8FWSCytrwKKHUquP,1774880748000,20.9,0,0,0,0,0,0,0,999996343796967,6,0.0,1.176,0.0,0,568,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
3MRMqTpaH1warLB91obvZhrsERQbfMsDgGydNPx8pump,Atlas Agent,ATLAS,0.000007766,0.00000009665,7766.48,7766.48,0.0,0,0,0,115.04,6922.55,6922.55,0,0,3,0,93,64,93,64,0,4.76,213,213,pumpfun,68qe2ThjuS1aBpfUsGFCHuvH18UqyNvd7rVaves7quMJ,1737916631000,10288.8,0,0,0,0,0,0,0,1000000000000000,6,3.0,1.453,0.0,0,157,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
F3A9w2BftovKzSvucsbvtgri2GrEssR9jCHYGmo8pump,Indian Tire Machine,ITM,0.000007725,0.00000009248,7725.38,7725.38,0.0,0,0,0,0,0,5240.96,0,0,0,0,0,0,30,55,0,0,0,-42.65,pumpfun,9NEVWj2acvuYVGEtpvPEVsmRF6SzDUHy16tf4cFxBoeL,1774475687000,133.5,0,1,0,0,1,0,0,999999999995362,6,0.0,0.545,0.0,0,85,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
7KzqkD8Zc3ESczWqe6RMh6xsp2FMS1f8QuAYc1C8pump,NSC,NSC,0.000008837,0.0000001062,8837.87,8837.87,0.0,0,0,0,0,163.4,1783.1,0,0,0,0,0,2,9,8,0,0,-6.99,59.87,pumpfun,FDiawDcTArfqbgD9CZRJtp6pVQZSRi6GCTGyH6u32zbg,1774370218000,162.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.125,0.0,0,17,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
5xJ4iKJVhRqeregkMkhZjjRLwLBfyQfbcboxZE98pump,SpaceX,SX,0.000009291,0.0000001108,9291.2,9291.2,0.0,0,0,0,0,0,43.3,0,0,0,0,0,0,0,1,0,0,0,0,pumpfun,2JE2nfsEt2beBHgbxogkCEoThD9KbXwv6XkWWekarfKw,1734773679000,11161.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,0.0,0.0,0,1,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
564VwUmnW8gLKWaqfaeapDqhBDMHsAB3A5roEnt8pump,Russian Oil Asset Reserve,ROAR,0.000007095,0.00000008615,7095.37,7095.37,0.0,0,0,0,0,160.94,1619.07,0,0,0,0,7,4,100,22,0,0,-8.48,29.33,pumpfun,8Ea6Zf1b7KKQfBwHiKyUZPNenjGVJxPEdFjtucLKr7rG,1774839157000,32.5,0,0,0,0,0,0,0,1000000000000000,6,0.0,4.545,0.0,0,122,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
GmKrHyymWSYDMx9Y6mqPAMEF4tVVkbgMmMww9tD8pump,Gaussian Splat,SPLAT,0.000003507,0.00000004251,3507.21,3507.21,0.0,0,0,0,0,0,6654.59,0,0,0,0,0,0,93,71,0,0,0,24.35,pumpfun,An371Mck2wXD6PrCoggsCfQD4BzWF3cTMbucKtKugAnA,1774907606000,13.5,0,0,0,0,0,0,0,999976559082770,6,0.0,1.31,0.0,0,164,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
3kSBDW3gAZ3VjgetFxLEULqagXe4cCMNxxC1JVp8pump,Super Asciivision,ASCII,0.000004527,0.00000005449,4527.85,4527.85,0.0,0,0,0,0,7.01,2876.31,0,0,0,0,0,1,26,42,0,0,-1.26,-53.4,pumpfun,Bc4wNoMaouSKPoTAYzF6aWNLBPtfWZv77GKea5KEpqHR,1774719977000,65.6,0,0,0,0,0,0,0,999999998482372,6,0.0,0.619,0.0,0,68,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
GGRZjneMCDbu5eJepZdRRCGvdmQ68jTkGEV8tKQ9pump,BATIDAO FUNKY DANCE,$BFD,0.00001707,0.0000002114,17071.16,17071.16,0.0,0,0,0,28.57,653.53,11436.94,0,0,1,2,14,15,120,80,0,-0.87,-8.22,-28.72,pumpfun,G2i4MJeMr4BWiDHXRkjT8KVYaYJtDkBKDvmXdsrt14Tt,1771867467000,858.0,0,1,1,0,2,0,0,998846897186731,6,0.5,1.5,0.0,0,200,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
At4L287tND4vLSURFeVz2fqhbvNgnE76nfFg7gy9pump,Krumbs 2 Bricks ,K2B,0.00001122,0.0000001345,11224.55,11224.55,0.0,0,0,0,0,0,34.33,0,0,0,0,0,0,9,3,0,0,0,-1.67,pumpfun,sPJ7Ae8Z77xNR281gdFjfCScAN6RWCb3GinsvZ2v39g,1767556882000,2055.4,0,0,0,0,0,0,0,999907290016820,6,0.0,3.0,0.0,0,12,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
JCNpsBt9TYKBDccqhfUuxHh8xDyYZZzTG919Wbt9pump,Iranian Rial,IRR,0.000009417,0.0000001163,9417.58,9417.58,0.0,0,0,0,6.61,6.61,141.51,0,0,1,0,1,0,6,3,0,-2.68,-2.68,-3.9,pumpfun,HTaUZyeEsFEEKC5WdbHAecStacAbru1nxUtRW2qDGM64,1773054750000,528.2,0,0,0,0,0,0,0,999999997678743,6,1.0,2.0,0.0,0,9,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
FkA45ppub2P8Tup2FJMApQvoQ5YvmFmMgdtjD2k9pump,KAIROS,KAIROS,0.000002317,0.00000002871,2317.84,2317.84,0.0,0,0,2053.14,2053.14,2053.14,2053.14,17,9,17,9,17,9,17,9,-15.09,-15.09,-15.09,-15.09,pumpfun,C2JSas5vJH1LDcVxeptK5fPGoBtMkVTwZqumPpt6UY58,1774955733000,0.1,0,0,0,0,0,0,0,1000000000000000,6,1.889,1.889,0.0,0,26,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
GarnPbwJfUSDGW7Nq5YEm7wfPT3Mwy3yrogPgtG9pump,STT,STT,0.000003040,0.00000003772,3040.69,3040.69,0.0,0,0,0,335.06,1299.16,11421.45,0,0,3,1,4,8,23,17,0,6.79,-32.55,-81.83,pumpfun,5pJBLEY57BG1RmbNuRtw4k4jzQ4xuXCAZ8LFMtdp4wyy,1774921009000,9.8,0,0,0,0,0,0,0,1000000000000000,6,3.0,1.353,0.0,0,40,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
3tg6nrMTBUBr5saGSXq2fE7dp4YiXgbY9CWHcwk9pump,Vanguard Digital Oil Reserve,VDOR,0.000005911,0.00000007325,5911.5,5911.5,0.0,0,0,0,0,636.61,1018.79,0,0,0,0,0,7,1,14,0,0,-28.17,-38.47,pumpfun,AFSDB5cUxiDmNvvwHi3V67xsiX5qU2YHrCXCehth5S5a,1774829049000,35.3,0,0,0,0,0,0,0,999999520477528,6,0.0,0.071,0.0,0,15,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|extreme_sell_ratio|pump_fun_dead
8gSpe8HGtK2K5CiKJk1g5mYagcudELXc6H3DqrH9pump,One Day,ONEDAY,0.000002901,0.00000003547,2901.81,2901.81,0.0,0,0,0,0,1710.16,9989.18,0,0,0,0,20,17,100,111,0,0,16.41,-30.16,pumpfun,Fj77sasNrYuVwt198JGLQYRcy8d48LH9gVHsrLU5WkjK,1774833285000,34.1,0,0,0,0,0,0,0,999999949055060,6,0.0,0.901,0.0,0,211,2026-03-31T11:22:30.211750+00:00,1,zero_liquidity|pump_fun_dead
A5BJBQUTR5sTzkM89hRDuApWyvgjdXpR7B7rW1r9pump,Basis,BASIS,0.000004330,0.00000005246,4330.24,4330.24,0.0,0,0,0,0,41.62,1608.72,0,0,0,0,0,2,20,12,0,0,-3.24,-2.79,pumpfun,Cf8bKJPRAh98nxyutTx9o2R8EdXfbvjw7T1F55Xv5Fpi,1749604051000,7042.2,1,1,1,0,3,0,0,986220058687517,6,0.0,1.667,0.0,0,32,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
3udVJ5r5gg8KXd29H9QabyEhy8HqjZi8ZADTf5P9pump,Tardven,TRN,0.000003599,0.00000004335,3599.25,3599.25,0.0,0,0,0,0,322.88,3144.53,0,0,0,0,1,2,23,19,0,0,1.95,25.7,pumpfun,6psaWU5MDvbNi5p9mZ3bg5BciDrMdg3faptnfytCMRH3,1774876787000,22.0,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.211,0.0,0,42,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
H2ws6i7RjQH5zQY7Xp2gDxoGbX1WEHXpPmCna2M9pump,World Rebuilding Trust,WRT,0.000004438,0.00000005314,4438.44,4438.44,0.0,0,0,0,0,0,208.63,0,0,0,0,0,0,4,1,0,0,0,11.57,pumpfun,GEKN75AikPs9RHr1WcVTRxvvE18FSDEmfH9zp39Wcn8C,1774431223000,145.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,4.0,0.0,0,5,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
25sKdKkXPNNUmarHZsgB2FsP8UjY7ECKRYj97yj9pump,SYBIL,SYBIL,0.000004029,0.00000004815,4029.36,4029.36,0.0,0,0,0,0,0,889.99,0,0,0,0,0,0,14,6,0,0,0,41.65,pumpfun,8a47HBF7JqH6DpaZpKS3ejtbPR2ouvpBAUmGNkd1omu2,1774870407000,23.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,2.333,0.0,0,20,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
nYcXQDpPLMebZaCZVaYjq9Rtj6qj8o9nPhXTaJhpump,Anime PumpFun,Apump,0.000002351,0.00000002795,2351.91,2351.91,0.0,0,0,0,0,0,152.05,0,0,0,0,0,0,2,2,0,0,0,-5.97,pumpfun,M76jM7msfmxqnZsC3B4Yo6SdmGpPTpbtjoX581NutNp,1774880432000,21.0,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,4,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
Fo8AHuhA1P4QQCpseNaqb66LSdehzd7VsTb1WzMrpump,Anime Pump fun,aPump,0.000002359,0.00000002795,2359.46,2359.46,0.0,0,0,0,0,0,15.44,0,0,0,0,0,0,3,2,0,0,0,0.28,pumpfun,7j8KziGxHfcy4kspKAzeJquxaQQt2RUSTC3HKM16sP4J,1774883923000,20.1,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.5,0.0,0,5,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
DTuBNVVS6LSo7ZQ6HeTve7wvE21iUQdxzygvbNcDpump,ANIME Pump fun,APump,0.000002329,0.00000002795,2329.82,2329.82,0.0,0,0,0,0,4.32,8.71,0,0,0,0,0,1,2,1,0,0,-1.84,-1.71,pumpfun,CwwqQz7zeoz51HeP62g6zxTwpS2eLQqZpmsiZY4QqbkN,1774884996000,19.8,0,0,0,0,0,0,0,1000000000000000,6,0.0,2.0,0.0,0,3,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
AyKo5jMgG2R2EusPq693A7N5nMcnnmPEb8KrTPfRpump,Anime Pumpfun,aPUMP,0.000002351,0.00000002796,2351.23,2351.23,0.0,0,0,0,0,0,0.87,0,0,0,0,0,0,1,1,0,0,0,-0.03,pumpfun,2Uf5D1udXv6cNGCo3GR71Pybe913kAC9pLTzoq6ZbChy,1774864712000,25.4,0,0,0,0,0,0,0,999964676107292,6,0.0,1.0,0.0,0,2,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
5HErvhmVLLwR1PR2gc7FpN6qMViLttNkREHC88sPpump,Anime Pumpcoin,aPUMP,0.000002365,0.00000002795,2365.61,2365.61,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,pumpfun,9HAzufwNrsyimSocEYpKevsXtCrf1t5yFSkXub9VT6yo,1774885158000,19.7,0,0,0,0,0,0,0,1000000000000000,6,0.0,1.0,0.0,0,1,2026-03-31T11:22:30.212249+00:00,1,zero_liquidity|pump_fun_dead
